transaction_id,amount,merchant_category,is_fraud
synthetic_1929,1777.52416,Coffee Shop,0
synthetic_1930,2954.56291,Grocery,0
synthetic_1931,2630.84248,Coffee Shop,0
synthetic_1932,1955.99925,Pharmacy,0
synthetic_1933,3252.14741,Travel,0
synthetic_1934,1500.40417,Coffee Shop,0
synthetic_1935,1195.81476,Electronics,0
synthetic_1936,3782.42156,Electronics,1
synthetic_1937,3921.43081,Coffee Shop,0
synthetic_1938,1564.06839,Entertainment,0
synthetic_1939,2521.82477,Pharmacy,0
synthetic_1940,4725.86696,Grocery,0
synthetic_1941,3712.77061,Travel,0
synthetic_1942,1299.66957,Coffee Shop,0
synthetic_1943,4659.63251,Coffee Shop,0
synthetic_1944,1469.33185,Grocery,0
synthetic_1945,4885.50102,Coffee Shop,0
synthetic_1946,248.15878,Online Retail,1
synthetic_1947,4431.65768,Home Improvement,0
synthetic_1948,2616.24848,Travel,0
synthetic_1949,1641.33797,Coffee Shop,0
synthetic_1950,1165.76808,Gas Station,0
synthetic_1951,1726.00092,Coffee Shop,0
synthetic_1952,3754.77066,Coffee Shop,0
synthetic_1953,478.40749,Coffee Shop,0
synthetic_1954,4352.37253,Restaurant,0
synthetic_1955,3920.25022,Coffee Shop,0
synthetic_1956,3719.6081,Electronics,0
synthetic_1957,1415.71526,Restaurant,0
synthetic_1958,2425.09541,Electronics,0
synthetic_1959,1719.00002,Home Improvement,0
synthetic_1960,3566.86192,Travel,0
synthetic_1961,3114.09749,Coffee Shop,0
synthetic_1962,4998.77002,Entertainment,0
synthetic_1963,1561.71868,Electronics,0
synthetic_1964,3060.42573,Coffee Shop,0
synthetic_1965,682.61882,Coffee Shop,0
synthetic_1966,1733.35675,Home Improvement,0
synthetic_1967,3415.91708,Coffee Shop,0
synthetic_1968,662.22315,Entertainment,0
synthetic_1969,2820.40188,Entertainment,0
synthetic_1970,1732.8341,Restaurant,0
synthetic_1971,875.52065,Coffee Shop,0
synthetic_1972,477.84584,Online Retail,1
synthetic_1973,2084.86593,Coffee Shop,0
synthetic_1974,3326.15371,Coffee Shop,0
synthetic_1975,480.79766,Home Improvement,0
synthetic_1976,4711.96438,Electronics,0
synthetic_1977,3336.18391,Grocery,0
synthetic_1978,1068.11146,Coffee Shop,1
synthetic_1979,1963.02573,Home Improvement,0
synthetic_1980,3630.35031,Coffee Shop,0
synthetic_1981,4002.18885,Electronics,1
synthetic_1982,3931.71725,Gas Station,0
synthetic_1983,568.21391,Gas Station,0
synthetic_1984,2202.50791,Grocery,0
synthetic_1985,4630.95735,Coffee Shop,0
synthetic_1986,1425.32271,Coffee Shop,1
synthetic_1987,749.21217,Grocery,1
synthetic_1988,3699.09614,Online Retail,0
synthetic_1989,3801.75233,Grocery,0
synthetic_1990,3028.42983,Home Improvement,0
synthetic_1991,4757.46271,Online Retail,0
synthetic_1992,2851.05773,Online Retail,0
synthetic_1993,1164.98556,Pharmacy,0
synthetic_1994,4933.90563,Electronics,0
synthetic_1995,1891.31992,Coffee Shop,0
synthetic_1996,2125.3862,Coffee Shop,0
synthetic_1997,4203.56603,Pharmacy,0
synthetic_1998,4832.55833,Coffee Shop,0
synthetic_1999,2622.78221,Coffee Shop,0
synthetic_2000,702.90974,Electronics,0
